Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,6.52
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,6.52
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,1240.07
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,1188.69
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,1112.86
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,1032.17
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,933.24
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,854.62
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,804.13
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,716.68
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,656.3
Target G3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,601.01
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,6900.56
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,6637.76
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,6078.54
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,5566.43
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,5097.46
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,4668
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,4274.73
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,3914.59
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,3584.79
Target G3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,3310
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,5660.49
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,5449.07
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,4965.68
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,4534.25
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,4164.22
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,3813.39
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,3470.6
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,3197.9
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,2928.48
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,2708.99
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,5.56
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,5.58
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,5.46
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,5.39
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,5.46
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,5.46
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,5.32
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,5.46
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,5.46
Target G3,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,5.51
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,1279.58
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,1171.78
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,1140.59
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,1044.49
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,956.5
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,875.91
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,802.12
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,734.54
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,672.66
Target G3,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,615.98
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,6900.56
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,6319.19
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,5786.81
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,5299.27
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,4852.82
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,4443.97
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,4069.57
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,3726.71
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,3412.74
Target G3,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,3125.22
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,5620.98
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,5147.42
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,4646.22
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,4254.78
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,3896.32
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,3568.06
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,3267.45
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,2992.17
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,2740.08
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,2509.24
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,5.39
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,5.39
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,5.07
Target G3,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,5.07
