Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target 2,Scenario 2,Costs for training and capacity building,Institutional costs,Year 8,2648.65
Target 2,Scenario 2,Costs for training and capacity building,Institutional costs,Year 9,2648.65
Target 2,Scenario 2,Costs for training and capacity building,Institutional costs,Year 10,2648.65
Target 2,Scenario 2,Costs for training and capacity building,Institutional costs,Year 20,2648.65
Target 2,Scenario 2,Costs for training and capacity building,Institutional costs,Year 30,2648.65
Target 2,Scenario 2,Total institutional costs,Institutional costs,BAU,0
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 1,40821.08
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 2,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 3,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 4,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 5,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 6,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 7,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 8,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 9,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 10,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 20,4082.11
Target 2,Scenario 2,Total institutional costs,Institutional costs,Year 30,4082.11
Target 2,Scenario 2,Labor costs,Individual farmer costs,BAU,0
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 1,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 2,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 3,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 4,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 5,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 6,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 7,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 8,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 9,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 10,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 20,513.51
Target 2,Scenario 2,Labor costs,Individual farmer costs,Year 30,513.51
Target 2,Scenario 2,Input costs,Individual farmer costs,BAU,0
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 1,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 2,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 3,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 4,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 5,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 6,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 7,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 8,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 9,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 10,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 20,757.03
Target 2,Scenario 2,Input costs,Individual farmer costs,Year 30,757.03
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,BAU,0
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 1,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 2,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 3,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 4,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 5,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 6,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 7,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 8,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 9,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 10,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 20,1270.54
Target 2,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 30,1270.54
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,BAU,0
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 1,14358.92
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 2,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 3,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 4,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 5,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 6,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 7,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 8,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 9,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 10,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 20,1435.89
Target 2,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 30,1435.89
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,BAU,0
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 1,26486.49
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 2,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 3,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 4,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 5,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 6,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 7,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 8,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 9,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 10,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 20,2648.65
Target 2,Scenario 3,Costs for training and capacity building,Institutional costs,Year 30,2648.65
Target 2,Scenario 3,Total institutional costs,Institutional costs,BAU,0
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 1,40845.41
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 2,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 3,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 4,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 5,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 6,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 7,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 8,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 9,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 10,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 20,4084.54
Target 2,Scenario 3,Total institutional costs,Institutional costs,Year 30,4084.54
Target 2,Scenario 3,Labor costs,Individual farmer costs,BAU,0
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 1,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 2,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 3,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 4,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 5,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 6,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 7,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 8,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 9,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 10,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 20,513.51
Target 2,Scenario 3,Labor costs,Individual farmer costs,Year 30,513.51
Target 2,Scenario 3,Input costs,Individual farmer costs,BAU,0
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 1,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 2,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 3,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 4,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 5,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 6,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 7,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 8,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 9,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 10,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 20,740.89
Target 2,Scenario 3,Input costs,Individual farmer costs,Year 30,740.89
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,BAU,0
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 1,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 2,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 3,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 4,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 5,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 6,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 7,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 8,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 9,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 10,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 20,1254.41
Target 2,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 30,1254.41
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,BAU,0
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 1,14346.76
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 2,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 3,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 4,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 5,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 6,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 7,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 8,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 9,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 10,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 20,1434.68
Target 2,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries,Institutional costs,Year 30,1434.68
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,BAU,0
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 1,26486.49
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 2,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 3,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 4,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 5,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 6,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 7,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 8,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 9,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 10,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 20,2648.65
Target 2,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 30,2648.65
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,BAU,0
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 1,40833.24
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 2,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 3,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 4,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 5,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 6,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 7,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 8,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 9,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 10,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 20,4083.32
Target 2,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 30,4083.32
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,BAU,0
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 1,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 2,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 3,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 4,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 5,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 6,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 7,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 8,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 9,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 10,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 20,513.51
Target 2,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 30,513.51
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,BAU,0
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 1,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 2,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 3,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 4,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 5,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 6,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 7,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 8,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 9,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 10,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 20,748.96
Target 2,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 30,748.96
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,BAU,0
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 1,1262.47
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 2,1262.47
